extracted_name,fixed_name,region,fixed,incorrect_or_ambiguous,country,stemmed_name
Ve santo,Vesanto,other,x,,,ve santo
Veh maa,Vehmaa,,x,,,veh m
Veh-maa,Vehmaa,,x,,,veh-m
Vehkalah,Vehkalahti,other,x,,,vehkalah
Vehkalahdell,Vehkalahti,,x,,,vehkalahdel
Vehkalahdessa,Vehkalahti,,x,,,vehkalahd
Vehkalahti,Vehkalahti,,x,,,vehkalaht
Vehmersaari,Vehmersaari,,,x,,vehmersaar
Vehmersalmi Herra Vakkilaisen edellisestä avioliitosta,Vehmersalmi,other,x,x,,vehmersalmi herra vakkilaisen edellisestä avioliito
Veikkola,Veikkola,other,x,,,veikkol
Velkualla,Velkua ,other,x,,,velkua
Vempeleellä,Vempele,,,x,,vempel
Venäjä,Venäjä,other,x,,Russia,venäj
Venjoella,Venjoki,other,x,,Russia (Inkeri),venjoe
Venlossa,Venlossa,,,x,,venlo
venpää,Järvenpää,other,x,,,venp
Ves-tanfjärd,Vestanfjärd ,other,x,,,ves-tanfjärd
Vesan-to,Vesanto,,x,,,vesan-to
Vesannolla,Vesanto,,x,,,vesano
Vesi,Vesi,,,x,,vesi
Vesilahdelia,Vesilahti,other,x,,,vesilahdel
Vesilahdella,Vesilahti,,x,,,vesilahd
Vesilähdettä,Vesilahti,,x,,,vesilähd
Vesilahdolla,Vesilahti,,x,,,vesilahdo
Vesjlahdella,Vesilahti,,x,,,vesjlahd
Vesllahdella,Vesilahti,,x,,,vesllahd
Vestanfjäroissä,Vestanfjärd ,,x,,,vestanfjäro
Vete,Vete,,,x,,vete
Vi,Vi,,,x,,vi
Vi-rojoki,Virojoki,other,x,,,vi-rojok
Viekin-järvi,Viekijärvi,other,x,,,viekin-järv
Viekkijärvellä,Viekkijärvellä,Viekijärvi,x,,,viekkijärv
Vienankarjalassa,Vienankarjala,other,x,,Russia (vienankarjala),vienankarjal
ViH,ViH,,,x,,vih
Vihannissa,Vihanti,other,x,,,vihan
Vihdin mlk,Vihdin mlk,,x,,,vihdin mlk
Vihli,Vihti,,x,,,vihl
Vihuri,Vihuri,,,x,,vihur
Vii,Vii,,,x,,vii
Vii puri,Viipuri,,x,,,vii pur
Vii purin mlk,Viipurin mlk,karelia,x,,,vii purin mlk
Vii-puri,Viipuri,karelia,x,,,vii-pur
Vii-purin mlk,Viipurin mlk,,x,,,vii-purin mlk
Viia,Viiala,other,x,,,viia
Viia la,Viiala,,x,,,viia l
ViiDurin mlk,Viipurin mlk,,x,,,viidurin mlk
ViiKaarina Uusihakala Robert Backman Eino Arminenpuri,Viipuri,,x,x,,viikaarina uusihakala    robert backman    eino arminenpur
Viinurin mlk,Viipurin mlk,,x,,,viinurin mlk
Viiourissa,Viipuri,,x,,,viiour
Viip,Viipuri,,x,,,viip
ViipCirin mlk,Viipurin mlk,,x,,,viipcirin mlk
Viipu -ri,Viipuri,,x,,,viipu -r
Viipu ri,Viipuri,,x,,,viipu r
Viipu rin mlk,Viipurin mlk,,x,,,viipu rin mlk
Viipu rl,Viipuri,,x,,,viipu rl
Viipu-li,Viipuri,,x,,,viipu-l
Viipu-ri,Viipuri,,x,,,viipu-r
Viipuns,Viipuri,,x,,,viipuns
Viipuri,Viipuri,,x,,,viipur
Viipuri Asuihp,Viipuri,,x,,,viipuri asuihp
Viipuri Äsuinp,Viipuri,,x,,,viipuri äsuinp
Viipuri Eino Hännisen ensimmäisestä avioliitosta,Viipuri,,x,x,,viipuri eino hännisen ensimmäisestä avioliito
Viipuri ens,Viipuri,,x,,,viipuri ens
Viipuri k,Viipuri,,x,,,viipuri k
Viipuri Lapset ovat herra Palosen ensimmäisestä avioliitosta,Viipuri,,x,x,,viipuri lapset ovat herra palosen ensimmäisestä avioliito
Viipuri Meeri Lahtisen ensimmäisestä avioliitosta,Viipuri,,x,x,,viipuri meeri lahtisen ensimmäisestä avioliito
Viipuri mlk,Viipurin mlk,,x,,,viipuri mlk
Viipuri Pojat ovat ensimmäisestä avioliitosta,Viipuri,,x,x,,viipuri pojat ovat ensimmäisestä avioliito
Viipuri sekä toisesta avioliitosta,Viipuri,,x,x,,viipuri sekä toisesta avioliito
Viipuri Toisesta,Viipuri,,x,x,,viipuri tois
Viipurin mlk,Viipurin mlk,,X,,,viipurin mlk
Viipurin mlkrssa,Viipurin mlk,,x,,,viipurin mlkr
Viipurinmik,Viipurin mlk,,x,,,viipurinmik
Viipurinmlk,Viipurin mlk,,x,,,viipurinmlk
Viipurinmlkrssa,Viipurin mlk,,x,,,viipurinmlkr
Viipurinmllcssa,Viipurin mlk,,x,,,viipurinmllc
Viipurirf mlk,Viipurin mlk,,x,,,viipurirf mlk
Viipuriss,Viipuri,,x,,,viipuris
Viipurissa ja sisko,Viipuri,,x,x,,viipurissa ja sisko
ViipurissaAsu,Viipuri,,x,,,viipurissaasu
ViipurissaAsuinp,Viipuri,,x,,,viipurissaasuinp
ViipurissaPuol,Viipuri,,x,,,viipurissapuol
Viipuurin mlk,Viipurin mlk,,x,,,viipuurin mlk
Viipy,Viipuri,,x,,,viipy
Viitasaa ri,Viitasaari ,other,x,,,viitasaa r
Viitasaarella,Viitasaari ,,x,,,viitasaar
Viitasalmella,Viitasalmi ,other,x,,,viitasalm
Vilajoella,Vilajoki ,karelia,x,,,vilajoe
Viljakkaiassa,Viljakkala,other,x,,,viljakaia
Villähteellä,Villähde,other,x,,,villäht
Vilppula,Vilppula,other,x,,,vilppul
Vippurin mlk,Viipurin mlk,,x,,,vippurin mlk
Virojoki,Virojoki,,x,,,virojok
Virolah,Virolahti,other,x,,,virolah
Virolahdel,Virolahti,,x,,,virolahdel
VirolahdellaPuol,Virolahti,,x,,,virolahdellapuol
Virolahdelta,Virolahti,,x,,,virolahd
Virolahti,Virolahti,,x,,,virolaht
Virolaini,Virolahti,,x,,,virolai
Vironlahdella,Virolahti,,x,,,vironlahd
Virpurin mlk,Viipurin mlk,,x,,,virpurin mlk
Virrat,Virrat,other,x,,,vir
Virrat k,Virrat,,x,,,virrat k
Virroilla,Virrat,,x,,,viro
Vitelessä,Vitele,karjala,x,,,vitel
Vjipurin mlk,Viipurin mlk,,x,,,vjipurin mlk
VL,VL,,,x,,vl
Vladivostokissa,Vladivostok,other,x,,Russia,vladivostok
Vnlkjärvellä,Valkjärvi  ,,x,,,vnlkjärv
Vohmaa,Vehmaa,,x,,,vohm
Voijärvellä,Voijärvi,karjala,x,,,voijärv
Voionmaalla,Voionmaa,,,x,,voionm
Vologdas,Vologda,other,x,,Russia,vologdas
Vologotissa,Vologoti,other,x,,Russia,vologot
Volosovan,Volosovo,other,x,,Russia,volosov
Votall,Veteli,other,x,,,votal
Vöy-ri,Vöyri ,other,x,,,vöy-r
Voyri,Vöyri ,,x,,,voyri
Vöyrissä,Vöyri ,,x,,,vöyr
Vpäjällä,Ypäjä,other,x,,,vpäjä
Vphkalahdella,Vehkalahti,,x,,,vphkalahd
Vu,Vu,,,x,,vu
Vuohenrannassa,Vuohenranta,other,x,x,,vuohenran
Vuojoella,Vuojoki,other,x,,,vuojoe
Vuok,Vuok,,,x,,vuok
Vuok senranta,Vuoksenranta,karjala,x,,,vuok senran
Vuok-sela,Vuoksela,karjala,x,,,vuok-sel
Vuok-senranta,Vuoksenranta,,x,,,vuok-senran
Vuok-sola,Vuoksela,,x,,,vuok-sol
Vuokki-niemi,Vuokkineimi,karjala,x,,,vuokki-niem
Vuokkiniemi,Vuokkiniemi,,x,,,vuokkiniem
Vuokklniemellä,Vuokkineimi,,x,,,vuokklniem
Vuokse la,Vuoksela,,x,,,vuokse l
Vuokse-la,Vuoksela,,x,,,vuokse-l
Vuoksefassa,Vuoksela,,x,,,vuoksef
Vuokselas,Vuoksela,,x,,,vuokselas
Vuokselassa,Vuoksela,,x,,,vuoksel
Vuokseldssa,Vuoksela,,x,,,vuokseld
Vuokselossa,Vuoksela,,x,,,vuokselo
Vuoksen,Vuoksen,,,x,,vuoks
Vuoksen-ranta,Vuoksenranta,karelia,x,,,vuoksen-ran
Vuoksennis ka,Vuoksenniska ,other,x,,,vuoksennis k
Vuoksenniska,Vuoksenniska,,x,,,vuoksennisk
Vuoksenran,Vuoksenranta,,x,,,vuoksenr
Vuoksenran-ta,Vuoksenranta,,x,,,vuoksenran-
Vuoksenran-to,Vuoksenranta,,x,,,vuoksenran-to
Vuoksenrannall,Vuoksenranta,,x,,,vuoksenrannal
Vuoksenrannas,Vuoksenranta,,x,,,vuoksenrannas
Vuoksenrannassa,Vuoksenranta,,x,,,vuoksenran
Vuöksenrannassa,Vuoksenranta,,x,,,vuöksenran
Vuoksenrannasss,Vuoksenranta,,x,,,vuoksenrannass
Vuoksenrannnassa,Vuoksenranta,,x,,,vuoksenrann
Vuoksenranta k,Vuoksenranta,,x,,,vuoksenranta k
Vuokserlrannalla,Vuoksenranta,,x,,,vuokserlran
Vuokso,Vuokso,,,x,,vuokso
Vuoksonrannassa,Vuoksenranta,,x,,,vuoksonran
Vuoleel,Vuole,other,x,,Russia (Pohjois Inkeri),vuoleel
Vuolijoella,Vuolijoki,other,x,,,vuolijoe
Vuoljoki,Vuolijoki,,x,,,vuoljok
Vuolteella,Vuolle,,,x,Many possible places,vuolt
Vuolteenkylässä,Vuolle,,,x,Many possible places,vuolteenkyl
Vuolussa,Vuolu,,,x,,vuolu
Vuosalmella,Vuosalmi,,x,,,vuosalm
Vuoteella,Vuolle,,,x,,vuote
Vupurissa,Viipuri,,x,,,vupur
VVestanfjärdissä,Vestanfjärd ,other,x,,,vvestanfjärd
Washington,Washington,other,x,,USA,washingto
Westanfjärdissä,Vestanfjärd ,,x,,,westanfjärd
Windaussa,Ventspils,other,x,,Latvia,windau
Yhdysvalloissa,USA,other,x,,USA,yhdysvalo
Ykspäässä,Ykspää,karjala,x,,,yksp
Ylä-ne,Yläne ,other,x,,,ylä-n
Ylä-Uuksussa,Ylä-Uuksu,karjala,x,,,ylä-uuksu
Yläjärvellä,Yläjärvi,karjala,x,,"Many possibilities, but appears to be karelian village in Korpiselkä kunta",yläjärv
Ylämaalia,Ylämaa ,other,x,,,ylämaal
Ylämaassa,Ylämaa ,,x,,,yläm
Yläneetlä,Yläne ,,x,,,yläneetl
Ylätorniolla,Ylitornio,other,x,,,ylätornio
Yli,Yli,,,x,,yli
Yli-li,Yli-li,other,x,,,yli-l
Yli-Tor-nio,Ylitornio,,x,,,yli-tor-nio
Ylikiimingissä,Ylikiiminki,other,x,,,ylikiiming
Ylis taro,Ylistaro ,other,x,,,ylis taro
Ylistä,Ylistä,,,x,,yl
Ylitorniossa,Ylitornio,,x,,,ylitornio
Ylö järvi,Ylöjärvi,other,x,,,ylö järv
Ylöjärvi,Ylöjärvi,,x,,,ylöjärv
Ylömaa,Ylämaa,,x,,,ylöm
